node,cpu_mj,total_mj,latency_ms,volume_B,response_ms,throughput_bps,root_time_now
fd00::202:2:2:2,18,26,1144,14700,6244,92,3239040
fd00::202:2:2:2,435,1375,194,15036,404,6653,3475290
fd00::202:2:2:2,18,26,344,15108,5874,98,3486210
fd00::202:2:2:2,18,26,354,15180,1054,546,3496150
fd00::202:2:2:2,18,26,224,15252,1344,428,3509730
fd00::202:2:2:2,18,26,514,15324,654,880,3517220
fd00::202:2:2:2,18,26,1505,15396,4025,143,3527790
fd00::203:3:3:3,110,721,0,60,1,480000,62230
fd00::203:3:3:3,18,26,574,132,714,806,72450
fd00::203:3:3:3,18,26,444,204,654,880,82950
fd00::203:3:3:3,18,26,454,276,1574,365,92960
fd00::203:3:3:3,18,26,674,348,1024,562,103530
fd00::203:3:3:3,18,26,1244,420,1594,361,113540
fd00::203:3:3:3,18,26,2024,492,3984,144,124390
fd00::203:3:3:3,18,26,424,564,1824,315,134330
fd00::203:3:3:3,18,26,3864,636,6524,88,146580
fd00::203:3:3:3,18,26,514,708,1634,352,154770
fd00::203:3:3:3,18,26,1364,780,1504,382,164850
fd00::203:3:3:3,18,26,674,852,3684,156,176330
fd00::203:3:3:3,18,26,824,924,3834,150,185360
fd00::203:3:3:3,18,26,1324,996,4614,124,197540
fd00::203:3:3:3,18,27,1054,1068,2524,228,206220
fd00::203:3:3:3,18,27,2397,1140,5127,112,216440
fd00::203:3:3:3,18,26,587,1212,5067,113,232680
fd00::203:3:3:3,18,26,384,1284,3954,145,239680
fd00::203:3:3:3,18,26,1375,1356,4805,119,247030
fd00::203:3:3:3,18,26,614,1428,5654,101,259000
fd00::203:3:3:3,18,27,344,1500,3914,147,267470
fd00::203:3:3:3,18,27,1404,1572,2944,195,278390
fd00::203:3:3:3,18,26,364,1644,3234,178,288260
fd00::203:3:3:3,18,27,514,1716,3314,173,298270
fd00::203:3:3:3,18,26,1644,1788,5494,104,308560
fd00::203:3:3:3,18,26,604,1860,4244,135,319130
fd00::203:3:3:3,18,27,684,1932,3064,187,329070
fd00::203:3:3:3,18,27,623,2004,4263,135,339640
fd00::203:3:3:3,18,26,564,2076,6794,84,349580
fd00::203:3:3:3,18,26,644,2148,3304,174,364770
fd00::203:3:3:3,18,27,2474,2220,5064,113,378210
fd00::203:3:3:3,18,27,454,2292,8294,69,385000
fd00::203:3:3:3,18,26,474,2376,2644,254,393260
fd00::203:3:3:3,18,27,474,2436,2644,181,406910
fd00::203:3:3:3,18,27,1324,2508,9024,63,415590
fd00::203:3:3:3,18,26,645,2592,2955,227,423080
fd00::203:3:3:3,18,26,645,2652,2955,162,433720
fd00::203:3:3:3,18,27,314,2736,3184,211,443380
fd00::203:3:3:3,18,26,394,2808,5224,110,456890
fd00::203:3:3:3,18,26,894,2880,3204,179,463610
fd00::203:3:3:3,18,26,904,2952,2724,211,477890
fd00::203:3:3:3,18,26,2104,3024,6444,89,486500
fd00::203:3:3:3,18,27,574,3096,4004,143,495250
fd00::203:3:3:3,18,27,514,3168,1774,324,508970
fd00::203:3:3:3,18,26,667,3240,1997,288,513800
fd00::203:3:3:3,18,27,1094,3312,5574,103,527590
fd00::203:3:3:3,18,27,474,3384,3974,144,538160
fd00::203:3:3:3,18,26,3004,3456,5454,105,547470
fd00::203:3:3:3,18,26,495,3528,3995,144,559580
fd00::203:3:3:3,18,26,504,3600,2814,204,565530
fd00::203:3:3:3,18,26,302,3672,5692,101,576170
fd00::203:3:3:3,18,26,384,3744,5074,113,588070
fd00::203:3:3:3,18,26,2006,3816,3056,188,602980
fd00::203:3:3:3,18,27,194,3888,4254,135,606200
fd00::203:3:3:3,18,26,904,3960,4054,142,619640
fd00::203:3:3:3,18,26,284,4032,4134,139,629860
fd00::203:3:3:3,18,26,364,4104,1694,340,637000
fd00::203:3:3:3,18,26,1284,4176,4224,136,647360
fd00::203:3:3:3,18,26,244,4248,4514,127,657510
fd00::203:3:3:3,18,26,604,4320,3824,150,667940
fd00::203:3:3:3,18,27,474,4392,6284,91,679140
fd00::203:3:3:3,18,26,2234,4464,4054,142,688590
fd00::203:3:3:3,18,27,354,4536,3854,149,698530
fd00::203:3:3:3,18,26,644,4608,5054,113,708890
fd00::203:3:3:3,18,27,1074,4680,2054,280,719110
fd00::203:3:3:3,18,26,454,4752,2134,269,729330
fd00::203:3:3:3,18,26,394,4824,3544,162,739830
fd00::203:3:3:3,18,27,3274,4896,5934,97,749910
fd00::203:3:3:3,18,26,484,4968,6294,91,764050
fd00::203:3:3:3,18,26,494,5040,4274,134,771190
fd00::203:3:3:3,18,26,374,5124,4574,146,785050
fd00::203:3:3:3,18,27,374,5184,4574,104,791070
fd00::203:3:3:3,18,27,886,5268,1866,360,801990
fd00::203:3:3:3,18,26,404,5340,3624,158,813750
fd00::203:3:3:3,18,27,483,5412,3703,155,824460
fd00::203:3:3:3,18,27,1054,5484,4484,128,834820
fd00::203:3:3:3,18,26,785,5556,3445,167,843640
fd00::203:3:3:3,18,26,304,5628,4084,141,855190
fd00::203:3:3:3,18,26,524,5700,4374,131,864710
fd00::203:3:3:3,18,26,954,5772,5644,102,878080
fd00::203:3:3:3,18,26,684,5844,1944,296,887390
fd00::203:3:3:3,18,27,1744,5916,2864,201,895510
fd00::203:3:3:3,18,27,354,5988,6094,94,908250
fd00::203:3:3:3,18,26,3444,6060,6734,85,916790
fd00::203:3:3:3,18,26,3454,6132,5974,96,926590
fd00::203:3:3:3,18,27,317,6204,5707,100,935970
fd00::203:3:3:3,18,26,1797,6276,2777,207,945420
fd00::203:3:3:3,18,26,544,6348,4674,123,957810
fd00::203:3:3:3,18,26,484,6420,1114,517,968310
fd00::203:3:3:3,18,27,4274,6492,6234,92,976430
fd00::203:3:3:3,18,27,1484,6564,2534,227,985950
fd00::203:3:3:3,18,26,514,6636,4224,136,997920
fd00::203:3:3:3,18,27,594,6708,7664,75,1015840
fd00::203:3:3:3,18,26,1794,6780,7044,81,1019480
fd00::203:3:3:3,18,27,207,6924,12107,95,1043280
fd00::203:3:3:3,18,27,914,6996,4764,120,1057000
fd00::203:3:3:3,18,26,1554,7068,9464,60,1066030
fd00::203:3:3:3,18,26,444,7140,6254,92,1068340
fd00::203:3:3:3,18,26,1994,7212,8014,71,1079610
fd00::203:3:3:3,18,27,3544,7284,4244,135,1088570
fd00::203:3:3:3,18,27,6074,7356,7264,79,1098860
fd00::203:3:3:3,18,26,6086,7428,6436,89,1109780
fd00::203:3:3:3,18,26,2874,7500,4344,132,1119720
fd00::203:3:3:3,18,27,1413,7572,3093,186,1129870
fd00::203:3:3:3,18,26,1844,7644,2264,254,1139950
fd00::203:3:3:3,18,27,1157,7716,5567,103,1153180
fd00::203:3:3:3,18,26,674,7788,3264,176,1164240
fd00::203:3:3:3,18,26,1664,7860,4744,121,1173900
fd00::203:3:3:3,18,26,844,7944,5254,127,1185310
fd00::203:3:3:3,18,26,844,8004,5254,91,1195390
fd00::203:3:3:3,18,26,584,8088,4574,146,1204910
fd00::203:3:3:3,18,27,1434,8160,3814,151,1214150
fd00::203:3:3:3,18,27,1024,8232,3824,150,1226820
fd00::203:3:3:3,18,27,964,8304,5374,107,1235570
fd00::203:3:3:3,18,27,694,8376,5804,99,1249010
fd00::203:3:3:3,18,26,564,8448,3924,146,1254400
fd00::203:3:3:3,18,26,924,8520,4354,132,1265320
fd00::203:3:3:3,18,26,514,8592,1564,368,1276520
fd00::203:3:3:3,18,26,1224,8664,4724,121,1285200
fd00::203:3:3:3,18,27,744,8736,3124,184,1297940
fd00::203:3:3:3,18,27,684,8808,3694,155,1308580
fd00::203:3:3:3,18,27,1184,8880,2934,196,1315160
fd00::203:3:3:3,18,26,1054,8952,2664,216,1326780
fd00::203:3:3:3,18,27,1694,9024,5124,112,1337070
fd00::203:3:3:3,18,26,1215,9096,6395,90,1346940
fd00::203:3:3:3,18,26,1364,9168,7244,79,1357440
fd00::203:3:3:3,18,26,1164,9240,3544,162,1365980
fd00::203:3:3:3,18,27,824,9312,5654,101,1376620
fd00::203:3:3:3,18,27,974,9384,7134,80,1394610
fd00::203:3:3:3,18,27,914,9456,5184,111,1398040
fd00::203:3:3:3,18,27,1134,9528,3654,157,1406790
fd00::203:3:3:3,18,26,1214,9600,7934,72,1418620
fd00::203:3:3:3,18,27,1364,9672,3464,166,1429330
fd00::203:3:3:3,18,26,3824,9744,4734,121,1437940
fd00::203:3:3:3,18,26,1104,9816,1524,377,1452780
fd00::203:3:3:3,18,27,695,9888,4055,142,1458100
fd00::203:3:3:3,18,26,3784,9960,5114,112,1476440
fd00::203:3:3:3,18,27,924,10032,7994,72,1484280
fd00::203:3:3:3,18,27,587,10104,4577,125,1494430
fd00::203:3:3:3,18,26,3184,10176,7944,72,1504020
fd00::203:3:3:3,73,111,9046,10356,17236,83,1558130
fd00::203:3:3:3,18,27,9046,10416,17236,27,1569680
fd00::203:3:3:3,18,26,19135,10488,22985,25,1582210
fd00::203:3:3:3,775,5637,683,10788,7263,330,2007670
fd00::203:3:3:3,1496,3992,5435,11376,6485,725,2843750
fd00::203:3:3:3,18,26,5435,11436,6485,74,2854740
fd00::203:3:3:3,18,26,19515,11508,25185,22,2869720
fd00::203:3:3:3,18,26,18403,11580,21343,26,2878750
fd00::203:3:3:3,18,26,21425,11652,24855,23,2889600
fd00::203:3:3:3,18,26,22215,11856,23464,69,2923550
fd00::204:4:4:4,190,1603,0,60,1,480000,105700
fd00::204:4:4:4,19,27,2504,132,3274,175,116270
fd00::204:4:4:4,19,27,3774,204,4544,126,126770
fd00::204:4:4:4,19,27,5254,276,5604,102,137340
fd00::204:4:4:4,19,27,5544,348,7084,81,147910
fd00::204:4:4:4,19,27,2054,420,3804,151,158760
fd00::204:4:4:4,19,27,2974,492,6474,88,169190
fd00::204:4:4:4,19,27,1794,564,3824,150,179550
fd00::204:4:4:4,19,28,2644,636,6494,88,193970
fd00::204:4:4:4,19,28,2234,708,4754,121,202930
fd00::204:4:4:4,19,28,1544,780,4134,139,215040
fd00::204:4:4:4,19,27,4287,852,6947,82,227500
fd00::204:4:4:4,19,28,4787,924,8777,65,238420
fd00::204:4:4:4,19,27,1865,1008,5435,123,245560
fd00::204:4:4:4,19,28,1944,1080,5864,98,256620
fd00::204:4:4:4,19,27,2024,1152,4544,126,264670
fd00::204:4:4:4,19,28,2314,1224,4834,119,276710
fd00::204:4:4:4,19,27,1554,1296,3654,157,285110
fd00::204:4:4:4,19,28,1214,1368,4714,122,296450
fd00::204:4:4:4,19,27,2484,1440,5634,102,308070
fd00::204:4:4:4,19,27,1864,1512,4454,129,317310
fd00::204:4:4:4,19,28,3484,1584,3904,147,328230
fd00::204:4:4:4,19,28,1813,1656,4683,122,338030
fd00::204:4:4:4,19,28,1474,1728,6934,83,348740
fd00::204:4:4:4,19,27,3864,1800,4704,122,359100
fd00::204:4:4:4,19,27,4224,1872,5134,112,369600
fd00::204:4:4:4,19,28,6054,1944,8504,67,384510
fd00::204:4:4:4,19,27,3194,2016,6974,82,393470
fd00::204:4:4:4,19,27,4114,2088,4534,127,408940
fd00::204:4:4:4,19,27,3914,2160,9164,62,417620
fd00::204:4:4:4,19,28,3434,2232,8264,69,423500
fd00::204:4:4:4,19,27,4215,2304,6665,86,436310
fd00::204:4:4:4,19,27,2344,2388,3464,193,445760
fd00::204:4:4:4,19,28,1094,2460,6694,86,457100
fd00::204:4:4:4,19,28,2784,2532,5374,107,467390
fd00::204:4:4:4,19,27,2934,2604,8394,68,478450
fd00::204:4:4:4,19,28,2594,2676,6724,85,488530
fd00::204:4:4:4,19,27,1064,2748,4074,141,497000
fd00::204:4:4:4,19,27,2474,2820,6744,85,509600
fd00::204:4:4:4,19,28,2697,2892,2907,198,517370
fd00::204:4:4:4,19,28,2564,2964,6414,89,528080
fd00::204:4:4:4,19,28,2014,3036,4814,119,538580
fd00::204:4:4:4,19,28,3844,3108,6364,90,549220
fd00::204:4:4:4,19,27,1615,3180,7915,72,562730
fd00::204:4:4:4,19,27,1064,3252,4004,143,575890
fd00::204:4:4:4,19,28,6742,3324,8002,71,586880
fd00::204:4:4:4,19,28,4654,3396,7524,76,592060
fd00::204:4:4:4,19,28,1524,3480,4604,145,604660
fd00::204:4:4:4,19,27,1954,3552,7344,78,618660
fd00::204:4:4:4,19,27,1894,3624,4414,130,628320
fd00::204:4:4:4,19,27,2184,3696,4774,120,635180
fd00::204:4:4:4,19,28,3384,3768,5484,105,647010
fd00::204:4:4:4,19,28,1294,3840,5354,107,656250
fd00::204:4:4:4,19,27,1444,3912,4524,127,665490
fd00::204:4:4:4,19,27,1594,3984,7964,72,678930
fd00::204:4:4:4,19,27,2794,4056,4404,130,686490
fd00::204:4:4:4,19,28,4134,4128,4484,128,696920
fd00::204:4:4:4,19,27,2044,4200,5684,101,707350
fd00::204:4:4:4,19,28,4574,4272,7374,78,718620
fd00::204:4:4:4,19,28,1014,4344,2904,198,728840
fd00::204:4:4:4,19,27,1654,4416,4104,140,739060
fd00::204:4:4:4,19,28,4464,4488,6284,91,749630
fd00::204:4:4:4,19,28,1394,4560,6784,84,763910
fd00::204:4:4:4,19,28,1474,4632,5744,100,776790
fd00::204:4:4:4,19,28,1414,4704,7014,82,785470
fd00::204:4:4:4,19,27,1704,4776,5554,103,792050
fd00::204:4:4:4,19,28,5774,4848,5984,96,805000
fd00::204:4:4:4,19,27,1244,4932,4184,160,814660
fd00::204:4:4:4,19,27,1673,5004,4543,126,824670
fd00::204:4:4:4,19,27,3014,5076,6514,88,836990
fd00::204:4:4:4,19,28,3014,5136,6514,73,845040
fd00::204:4:4:4,19,28,1424,5220,4574,146,855750
fd00::204:4:4:4,19,27,2414,5292,4514,127,873110
fd00::204:4:4:4,19,28,2144,5364,7044,81,878290
fd00::204:4:4:4,19,27,2924,5436,7054,81,888440
fd00::204:4:4:4,19,28,3704,5508,5804,99,897400
fd00::204:4:4:4,19,28,1334,5580,6654,86,909510
fd00::204:4:4:4,19,28,5614,5652,7364,78,918750
fd00::204:4:4:4,19,28,3944,5724,6464,89,929040
fd00::204:4:4:4,19,27,1857,5796,5777,99,939750
fd00::204:4:4:4,19,27,3687,5868,5087,113,954100
fd00::204:4:4:4,19,27,1944,5940,7194,80,967050
fd00::204:4:4:4,19,27,7134,6012,8464,68,972230
fd00::204:4:4:4,19,27,5254,6084,6374,90,984060
fd00::204:4:4:4,19,27,3024,6156,6174,93,997500
fd00::204:4:4:4,19,28,2544,6228,7584,75,1013250
fd00::204:4:4:4,19,28,2774,6312,8094,83,1019970
fd00::204:4:4:4,19,28,3347,6384,7687,74,1033550
fd00::204:4:4:4,19,28,3224,6528,14984,76,1056160
fd00::204:4:4:4,19,28,2604,6600,15274,37,1065960
fd00::204:4:4:4,19,28,1494,6672,6534,88,1067150
fd00::204:4:4:4,19,27,2344,6744,8294,69,1079750
fd00::204:4:4:4,19,28,5644,6816,5854,98,1088080
fd00::204:4:4:4,19,28,5644,6876,5854,81,1098510
fd00::204:4:4:4,19,28,7556,6960,7906,84,1109220
fd00::204:4:4:4,19,28,4764,7032,5324,108,1119580
fd00::204:4:4:4,19,28,2183,7104,4633,124,1129730
fd00::204:4:4:4,19,28,4644,7176,7374,78,1144990
fd00::204:4:4:4,19,28,1927,7248,5987,96,1153390
fd00::204:4:4:4,19,28,3614,7320,4734,121,1165010
fd00::204:4:4:4,19,28,3624,7392,5584,103,1175930
fd00::204:4:4:4,19,28,1954,7464,6434,89,1185870
fd00::204:4:4:4,19,28,2734,7536,5954,96,1197980
fd00::204:4:4:4,19,27,2894,7620,5064,132,1205120
fd00::204:4:4:4,19,27,2624,7692,5914,97,1218840
fd00::204:4:4:4,19,29,2624,7752,5914,81,1227030
fd00::204:4:4:4,19,28,2714,7836,7754,86,1239140
fd00::204:4:4:4,19,28,2374,7908,9094,63,1249290
fd00::204:4:4:4,19,27,2454,7980,6794,84,1264060
fd00::204:4:4:4,19,28,1554,8052,4774,120,1266860
fd00::204:4:4:4,19,27,2684,8124,5834,98,1278340
fd00::204:4:4:4,19,27,2064,8196,4794,120,1287930
fd00::204:4:4:4,19,28,4664,8268,9214,62,1303540
fd00::204:4:4:4,19,28,4884,8340,8804,65,1309490
fd00::204:4:4:4,19,28,4894,8412,6294,91,1319640
fd00::204:4:4:4,19,28,4624,8484,7074,81,1333920
fd00::204:4:4:4,19,28,2324,8556,6384,90,1346310
fd00::204:4:4:4,19,28,2545,8628,6535,88,1353450
fd00::204:4:4:4,19,27,6824,8700,6535,88,1365840
fd00::204:4:4:4,19,28,1864,8772,8304,69,1375850
fd00::204:4:4:4,19,27,1954,8856,7904,85,1390006
fd00::204:4:4:4,19,28,2174,8928,5254,109,1397900
fd00::204:4:4:4,19,27,2954,9000,4004,143,1404830
fd00::204:4:4:4,19,27,2194,9072,8144,70,1418340
fd00::204:4:4:4,19,27,2624,9144,3744,153,1427370
fd00::204:4:4:4,19,27,2624,9204,3744,128,1437170
fd00::204:4:4:4,19,27,2014,9288,8874,75,1450960
fd00::204:4:4:4,19,27,2025,9360,5525,104,1456840
fd00::204:4:4:4,19,27,6094,9432,16244,35,1476300
fd00::204:4:4:4,19,28,2534,9504,9184,62,1482460
fd00::204:4:4:4,19,27,3597,9576,7377,78,1494360
fd00::204:4:4:4,19,27,4864,9648,8434,68,1503950
fd00::204:4:4:4,19,28,5713,9720,9143,62,1531880
fd00::205:5:5:5,213,2218,0,60,1,480000,119280
fd00::205:5:5:5,19,27,4264,132,4894,117,130760
fd00::205:5:5:5,19,28,5814,204,6304,91,142800
fd00::205:5:5:5,19,27,6034,276,7294,78,153720
fd00::205:5:5:5,19,27,5274,348,5834,98,164360
