node,cpu_energy_mj,lpm_energy_mj,radio_tx_energy_mj,radio_rx_energy_mj,node_time,total_sent,total_received,bytes_tx,bytes_rx,r2n_latency,lqi,rssi,server_sent,server_received,server_bytes_rx,n2r_latency,hops,rtt_latency,root_time_now,throughput1,throughput2
fd00::202:2:2:2,18,0,1,8,2179756,180,207,60,12,9254,100,-64,215,368,60,184,0,4942,2179940,8,27
fd00::202:2:2:2,18,0,1,8,2190286,181,208,60,12,6816,100,-64,217,370,60,3164,0,3478,2193450,9,28
fd00::202:2:2:2,18,0,2,6,2200818,182,208,60,12,6816,100,-64,218,371,60,52,0,3478,2200870,10,29
fd00::202:2:2:2,18,0,1,8,2211348,183,209,60,12,3826,100,-64,219,373,60,22,0,2613,2211370,10,29
fd00::202:2:2:2,18,0,1,8,2221882,184,211,60,12,204,100,-64,220,376,60,58,0,172,2221940,9,28
fd00::202:2:2:2,18,0,1,8,2232411,185,212,60,12,1194,100,-64,221,378,60,239,0,877,2232650,9,28
fd00::202:2:2:2,18,0,0,9,2242942,186,213,60,12,14,100,-64,222,380,60,278,0,77,2243220,9,28
fd00::202:2:2:2,18,0,1,9,2253473,187,214,60,12,24,100,-64,223,382,60,177,0,257,2253650,9,28
fd00::202:2:2:2,18,0,0,9,2264006,188,214,60,12,24,100,-64,224,383,60,4,0,257,2264010,10,29
fd00::202:2:2:2,18,0,1,8,2274534,189,215,60,12,12004,100,-64,225,385,60,46,0,6177,2274580,10,29
fd00::202:2:2:2,18,0,2,7,2285065,190,217,60,12,194,100,-64,226,388,60,15,0,237,2285080,9,28
fd00::202:2:2:2,18,0,0,8,2295596,191,218,60,12,204,100,-64,227,390,60,54,0,242,2295650,9,28
fd00::202:2:2:2,18,0,0,9,2306128,192,219,60,12,4414,100,-64,228,392,60,22,0,2417,2306150,9,28
fd00::202:2:2:2,18,0,1,8,2316657,193,220,60,12,3094,100,-64,229,394,60,273,0,1652,2316930,9,28
fd00::202:2:2:2,18,0,2,7,2327189,194,221,60,12,864,100,-64,230,396,60,31,0,607,2327220,9,28
fd00::202:2:2:2,18,0,0,9,2337720,195,222,60,12,1294,100,-64,231,398,60,70,0,822,2337790,9,28
fd00::202:2:2:2,18,0,1,8,2348251,196,223,60,12,44,100,-64,232,400,60,39,0,127,2348290,9,28
fd00::202:2:2:2,18,0,0,9,2358783,197,224,60,12,1524,100,-64,233,402,60,7,0,832,2358790,9,28
fd00::202:2:2:2,18,0,1,8,2369313,198,225,60,12,5594,100,-64,234,404,60,47,0,3077,2369360,9,28
fd00::202:2:2:2,18,0,1,8,2379847,199,226,60,12,844,100,-64,235,406,60,13,0,842,2379860,9,28
fd00::202:2:2:2,18,0,0,9,2390375,200,227,60,12,4424,100,-64,237,408,60,55,0,2737,2390430,10,29
fd00::202:2:2:2,18,0,0,9,2400907,201,228,60,12,4644,100,-64,238,410,60,93,0,2392,2401000,10,29
fd00::202:2:2:2,18,0,1,7,2411438,202,230,60,12,744,100,-64,239,413,60,62,0,512,2411500,9,28
fd00::202:2:2:2,18,0,1,8,2421969,203,231,60,12,54,100,-64,240,415,60,1641,0,832,2423610,9,28
fd00::202:2:2:2,18,0,1,8,2432500,204,232,60,12,64,100,-64,241,417,60,280,0,137,2432780,9,28
fd00::202:2:2:2,18,0,1,9,2443031,205,233,60,12,2524,100,-64,242,419,60,39,0,1472,2443070,9,28
fd00::202:2:2:2,18,0,1,9,2453561,206,233,60,12,2524,100,-64,243,420,60,219,0,1472,2453780,10,29
fd00::202:2:2:2,18,0,2,7,2464093,207,235,60,12,2194,100,-64,244,423,60,537,0,1202,2464630,9,28
fd00::202:2:2:2,18,0,2,7,2474622,208,236,60,12,35,100,-64,245,425,60,18,0,87,2474640,9,28
fd00::202:2:2:2,18,0,1,7,2485153,209,237,60,12,326,100,-64,246,427,60,57,0,688,2485210,9,28
fd00::202:2:2:2,18,0,1,8,2495685,210,238,60,12,54,100,-64,247,429,60,25,0,97,2495710,9,28
fd00::202:2:2:2,18,0,1,8,2506216,211,239,60,12,64,100,-64,248,431,60,64,0,102,2506280,9,28
fd00::202:2:2:2,18,0,0,9,2516746,212,240,60,12,74,100,-64,249,433,60,34,0,877,2516780,9,28
fd00::202:2:2:2,18,0,1,8,2527279,213,241,60,12,2324,100,-64,250,435,60,211,0,2422,2527490,9,28
fd00::202:2:2:2,18,0,1,9,2537810,214,242,60,12,5134,100,-64,252,437,60,2840,0,2707,2540650,10,29
fd00::202:2:2:2,18,0,1,9,2548339,215,242,60,12,5134,100,-64,252,438,60,11,0,2707,2548350,10,29
fd00::202:2:2:2,18,0,1,8,2558872,216,243,60,12,10324,100,-64,253,440,60,48,0,5477,2558920,10,29
fd00::202:2:2:2,18,0,1,8,2569401,217,244,60,12,15586,100,-64,254,442,60,19,0,7968,2569420,10,29
fd00::202:2:2:2,18,0,1,8,2579932,218,245,60,12,11324,100,-64,256,444,60,62,0,5732,2579994,11,30
fd00::202:2:2:2,18,0,1,7,2590465,219,246,60,12,4207,100,-64,257,446,60,1775,0,2698,2592240,11,30
fd00::202:2:2:2,18,0,2,7,2600996,220,247,60,12,5406,100,-64,258,448,60,1604,0,3088,2602600,11,30
fd00::202:2:2:2,18,0,1,9,2611526,221,248,60,12,8984,100,-64,259,450,60,104,0,4597,2611630,11,30
